Number of nodes 662 
   547 : -4.6613904e-02 -9.7123506e-01 
   548 :  4.4866223e-02 -9.5683371e-01 
   549 :  3.6455713e-01  7.4501817e-01 
   550 : -3.6458326e-01 -7.4506311e-01 
   551 : -2.1634323e-01 -9.1342556e-01 
   552 :  3.8066574e-01  3.5951087e-01 
   553 :  4.2273376e-01  5.7176969e-01 
   554 :  4.1651253e-01 -5.7625953e-01 
   555 : -1.3087960e-01  8.5913156e-01 
   556 :  3.4211291e-01 -3.8224479e-01 
   557 :  3.0654734e-01 -4.0512765e-01 
   558 : -3.0966375e-01 -4.0373977e-01 
   559 :  3.3931167e-01  3.3267299e-01 
   560 : -1.3394174e-01 -8.2966804e-01 
   561 :  2.6751683e-01  3.8067672e-01 
   562 : -3.4851721e-01 -3.7978289e-01 
   563 : -3.2161202e-01 -7.4476167e-01 
   564 :  3.2168705e-01  7.4461647e-01 
   565 : -4.0489743e-01 -6.6614968e-01 
   566 :  1.7225357e-01  8.8507571e-01 
   567 :  1.9315769e-01 -8.4281024e-01 
   568 : -3.8797639e-01  3.1054072e-01 
